Country/State,City/Region,Group Name,Link,Latitude,Longitude,Merged?,Map Link
,Cambridge,"Slacklining - Cambridge, UK",www.facebook.com/groups/134664093232085/,52.20534,0.121817,Yes,"https://www.google.com/maps/@52.20534,0.121817,15z"
,Canterbury,University of Canterbury Slacklining,www.fb.com/groups/616286048578869/,51.281116,1.075782,No,https://goo.gl/maps/m9n3ta1pGNnA1fP49
,Cornwall,The Cornwall Slackline Page,https://www.facebook.com/groups/587244164627757/,50.42471,-4.808572,No,https://goo.gl/maps/86pJ3fw2rGghgZQh8
,Coventry,Coventry Slacklining,https://www.facebook.com/groups/835575759905175/,52.40682,-1.519693,Yes,"https://www.google.com/maps/@52.40682,-1.519693,15z"
,Cumbria,Slackline Cumbria,https://www.facebook.com/groups/472603896143971/,54.57723,-2.797483,Yes,"https://www.google.com/maps/@54.57723,-2.797483,15z"
,Derby,Derby Slackline Club,https://www.facebook.com/groups/derbyslackline/,52.916927,-1.473911,No,https://goo.gl/maps/6inc3Fb8QEirQvew6
,Durham,Durham Slacklining Club,https://www.facebook.com/groups/1498681813706837/,54.76498,-1.578203,Yes,"https://www.google.com/maps/@54.76498,-1.578203,15z"
,Durham,Durham University Slacklining,https://www.facebook.com/groups/204008536305192/,54.787469,-1.593666,No,https://goo.gl/maps/DFi1S14BxbSqiXn86
,Edinburgh,Edinburgh Slackline Society,https://www.facebook.com/groups/265397410147253/,55.95325,-3.188267,Yes,"https://www.google.com/maps/@55.95325,-3.188267,15z"
,Essex,"Slacklining Essex, UK",https://www.facebook.com/groups/387236611652735/,51.754567,0.523028,No,https://goo.gl/maps/pG9J5TBn4ju7ErvCA
,Exeter,Exeter Slackliners,https://www.facebook.com/ExeterSlackliners,50.730936,-3.542343,No,https://goo.gl/maps/e8KzbU7RuVkhGg3A8
,Exeter,Exeter Slacklining,https://www.facebook.com/groups/325583124177727,50.714746,-3.536142,No,https://goo.gl/maps/2DARWYVi5hn3rE5k9
,Farnham,Farnham slacklining,www.facebook.com/Farnham-slacklining-502263890163368/,51.211659,-0.79897,No,https://goo.gl/maps/cSnhMn1YaPKN8sxQ9
,Harrogate,Harrogate Slackliners,https://www.facebook.com/groups/191755088345178/,53.990277,-1.541275,No,https://goo.gl/maps/dokyJqi9W12tvtn18
,Leeds,Leeds Slacklining,https://www.facebook.com/groups/289577124386328/,53.80075,-1.549077,Yes,"https://www.google.com/maps/@53.80075,-1.549077,15z"
,Liverpool,Liverpool Slacklining.. (LivSlackers - Slackline Group),fb.com/groups/LivSlackers,53.40837,-2.991573,Yes,"https://www.google.com/maps/@53.40837,-2.991573,15z"
,London,"Slacklining London, UK",https://www.facebook.com/groups/77154016654/,51.5112815,-0.1244601111,Yes,"https://www.google.com/maps/@51.51128149934485,-0.12446011109850019,15z"
,Manchester,Manchester Slackers,https://www.facebook.com/groups/302192956509522/,53.481602,-2.232256,No,https://goo.gl/maps/iyrZNhUFL7RfzatV7
,Manchester,University of Manchester Slackline Society,www.facebook.com/groups/uomslackline/,53.46685,-2.233884,Yes,"https://www.google.com/maps/@53.46685,-2.233884,15z"
,Milton Keynes and Bucks,Milton Keynes and Bucks Slackers,https://www.facebook.com/groups/344697045626551/,52.04684,-0.758121,No,https://goo.gl/maps/W85ghrFqhPPcQ68j7
,Newcastle,Newcastle Slackline Community,https://www.facebook.com/groups/271504992963340/,54.9822275,-1.610195046,Yes,"https://www.google.com/maps/@54.982227496810594,-1.6101950459303396,15z"
,Newcastle,Northumbria Slackline Society,www.facebook.com/groups/northumbriaslackline/,54.97825,-1.607595,Yes,"https://www.google.com/maps/@54.97825,-1.607595,15z"
,Newcastle,(Unofficial) Newcastle University Slack Chat,www.fb.com/groups/972645609459215/,54.989531,-1.658259,No,https://goo.gl/maps/Qm9o1VhBRS45WgwXA
,Norwich,Norwich Slackline Community,www.facebook.com/groups/1285527648131796/,52.629351,1.298188,No,https://goo.gl/maps/Bvxy7GkQBdRrBVbN9
,Nottingham,Nottingham SlackLining,www.fb.com/Nottingham-SlackLining-182834248872993/,52.963266,-1.151568,No,https://goo.gl/maps/AC91EBEJaLxyEfnc7
,Nottingham,University of Nottingham Slacklining Society,fb.com/groups/UoNSlackliningSociety,52.93864,-1.195158,Yes,"https://www.google.com/maps/@52.93864,-1.195158,15z"
,Oxford,Slackline Oxford,https://www.facebook.com/groups/232854150165202/,51.753584,-1.265786,No,https://goo.gl/maps/iLz9oWcZumUAv11R7
,Plymouth,Plymouth Slackers,https://www.facebook.com/groups/144166872377576/,50.374384,-4.140887,No,https://goo.gl/maps/E8jzH5pzUaHhH2RD6
,Portsmouth,Portsmouth Slackline,https://www.facebook.com/groups/PortsmouthSlackline,50.821179,-1.09239,No,https://goo.gl/maps/cwP934nEBe1rZWis7
,Preston,Preston Slackliners,https://www.facebook.com/groups/1088546777848868/,53.7632,-2.70309,Yes,"https://www.google.com/maps/@53.7632,-2.70309,15z"
,Reading,Slackliners Of Reading,https://www.facebook.com/groups/ReadingSlackline/,51.45427,-0.9781303,Yes,"https://www.google.com/maps/@51.45427,-0.9781303,15z"
,Rochdale,Slackline Rochdale,https://www.facebook.com/groups/891560344234029/,53.61201,-2.163808,No,https://goo.gl/maps/nJSgi1AqEAkvz65t5
,Scafell Area,Scafell Area Highline Projects,www.facebook.com/groups/201749576691095/,54.456131,-3.218098,No,https://goo.gl/maps/ojLdGZKwmbVSWopw8
,Sheffield,Sheffield slacklining,https://www.facebook.com/groups/410136965685047/,53.38113,-1.470085,Yes,"https://www.google.com/maps/@53.38113,-1.470085,15z"
,Southampton,Southampton Slackline,https://www.facebook.com/groups/417764741659012/,50.920586,-1.415484,No,https://goo.gl/maps/6jpKPCyQgmJ3EBVw7
,Teesside,"Slacklining -Teesside, UK",https://www.facebook.com/groups/BoroBalance/,54.576224,-1.226005,No,https://goo.gl/maps/HkeLrjSjAw1mKrhFA
,York,Slacklining York,https://www.facebook.com/groups/SlacklineYork/,53.95916519,-1.079311371,Yes,"https://www.google.com/maps/@53.95916519270057,-1.0793113706531017,15z"
SCOTLAND,Countrywide,Slackline Scotland,https://www.facebook.com/groups/980411082011742/,56.970629,-4.130036,No,https://goo.gl/maps/TfA5zuA9dBNR4uk67
,Aberdeen,Slack-line Aberdeen,https://www.facebook.com/groups/1059074627470592/,57.151139,-2.090869,No,https://goo.gl/maps/RUZpvPGtTeaB3bxXA
,Dundee,Slackline Dundee,https://www.facebook.com/groups/263247223881002/,56.461355,-2.97145,No,https://goo.gl/maps/GX1iaYVtarecGAm9A
,Edinburgh,Edinburgh Slackline Society,https://www.facebook.com/groups/265397410147253/,55.95325,-3.188267,Yes,"https://www.google.com/maps/@55.95325,-3.188267,15z"
,Edinburgh,Slackline Edinburgh,https://www.facebook.com/groups/110430955669100/,55.95181,-3.188861,No,https://goo.gl/maps/G7LpU8EponK5gkeKA
,Glasgow,Glasgow Slackers,https://www.facebook.com/groups/1652831478328360/,55.864557,-4.259954,No,https://goo.gl/maps/vnGGCknV76QeEX5cA
,Glasgow,Glasgow Slackline,https://www.facebook.com/Glasgow-Slackline-1538800076391221/,55.864533,-4.260276,No,https://goo.gl/maps/TtB1EMKroJrDKjNV6
,St. Andrews,Slacklining St. Andrews,https://www.facebook.com/groups/734570783296324/,56.339398,-2.797563,No,https://goo.gl/maps/53aLC8AYKRCQt4idA
WALES,Aberystwyth,Aberystwyth Slacklining Club,www.fb.com/groups/AberystwythSlacklineClub/,52.414951,-4.083048,No,https://goo.gl/maps/rmS8M3S4svVBLZDd8
,Bangor,Bangor Slacker Society,https://www.facebook.com/groups/501814863336536/,53.227028,-4.130674,No,https://goo.gl/maps/ezmC6ZnVJosSQSkA9
,Cardiff,Slackline Cardiff,https://www.facebook.com/groups/slacklinecardiff/,51.48158,-3.17909,Yes,"https://www.google.com/maps/@51.48158,-3.17909,15z"
,Cardigan,Cardigan Slackline,https://www.facebook.com/groups/805298339631848/,52.08356,-4.661482,No,https://goo.gl/maps/v8vYgwb3k7pR9hTMA
,Carmarthen,Carmarthen Univesity Slackline Society/Club,fb.com/groups/961692357204748,51.858011,-4.313577,No,https://goo.gl/maps/LQBpqQZBTcE8UBSFA
,Llanberis,Slack-Beris,https://www.facebook.com/groups/372933119500956/,53.114717,-4.126877,No,https://goo.gl/maps/nhCRLZeVM3kZghtU6
,Monmouth/Newport,slackline community Newport-Monmouth,www.fb.com/groups/1541859582745710,51.814592,-2.719826,No,https://goo.gl/maps/pk2DdBTzzC56CPG26
,Monmouth/Newport,North Wales Slackliners,https://www.facebook.com/groups/1416600425244779/,51.814751,-2.72032,No,https://goo.gl/maps/XTffAY7Sr7WD1aMN8
,Swansea,Slackline Swansea,https://www.facebook.com/groups/382935968527579/,51.621027,-3.942874,No,https://goo.gl/maps/e8uPxnhC7ZwcLkR96
NORTHERN IRELAND,Countrywide,Slackline Ireland,https://www.facebook.com/pg/SlacklineIreland/,54.606166,-6.618625,No,https://goo.gl/maps/nJVhVdRdq6riPGb2A
,Belfast,Slackline Belfast,https://www.facebook.com/groups/BelfastSlack/,54.59729,-5.93012,Yes,"https://www.google.com/maps/@54.59729,-5.93012,15z"
ALABAMA,Statewide,Southeast Slackline,https://www.facebook.com/SoutheastSlackline/,33.216749,-86.685016,No,https://goo.gl/maps/w22Z9HNjPmz5b9UH9
,Statewide,South East Slackliners,https://www.facebook.com/groups/SouthEastSlackline/,34.30799198,-82.06492231,Yes,"https://www.google.com/maps/@34.3079919786863,-82.0649223101648,15z"
ALASKA,Statewide,Acroyoga Alaska,https://www.facebook.com/groups/acroyogaalaska/,64.235899,-150.684424,No,https://goo.gl/maps/XtdBBHL9paboGLDk8
ARIZONA,Statewide,AZ Highline,https://www.facebook.com/groups/117379071657517/,64.235899,-150.684424,No,https://goo.gl/maps/z6XFA7ypp8z4YwX2A
,Statewide,YogaSlackers Arizona,https://www.facebook.com/YogaSlackersAZ/,34.21567259,-111.4509111,Yes,"https://www.google.com/maps/@34.21567259418616,-111.4509111093031,15z"
,Flagstaff,Flagstaff Slacklining,https://www.facebook.com/groups/340064109504614/,35.19828,-111.6513,Yes,"https://www.google.com/maps/@35.19828,-111.6513,15z"
,Phoenix,Phoenix Slackliners,https://www.facebook.com/groups/146058262208810/,33.44838,-112.074,Yes,"https://www.google.com/maps/@33.44838,-112.074,15z"
,Prescott,Prescott Slackline,https://www.facebook.com/groups/165582200118797/,34.549669,-112.466989,No,https://goo.gl/maps/eDWtgqhYpYtsB6mV6
,Tempe,Slack Devils at ASU (Arizona State University),www.fb.com/groups/259146377436741/,33.412992,-111.940432,No,https://goo.gl/maps/VZiCPRsjvzNAYDCS7
,Tucson,Slackline Tucson,https://www.facebook.com/groups/179529402471467/,32.205439,-110.960624,No,https://goo.gl/maps/i3C3hqSeYJ8TjzXAA
,Tucson,SlackCats (UA Slackers- University of Arizona),www.facebook.com/groups/uaslackers/,32.22174,-110.9265,Yes,"https://www.google.com/maps/@32.22174,-110.9265,15z"
CALIFORNIA,Auburn,Auburn Slackline Club,https://www.facebook.com/groups/auburnslackliners,38.89600828,-121.0738758,Yes,"https://www.google.com/maps/@38.89600827732551,-121.07387575052472,15z"
,Berkeley,Berkeley Climbers and Slackers,www.facebook.com/groups/slacklineisnotacrime/,37.864457,-122.273294,No,https://goo.gl/maps/jeB2GV6ksCwhyDN78
,Berkeley,Berkeley Slackers,https://www.facebook.com/groups/BerkeleySlackers/,37.87159,-122.2727,Yes,"https://www.google.com/maps/@37.87159,-122.2727,15z"
,Berkeley,Berkeley Slacklining,https://www.facebook.com/groups/178804545500296/,37.86883136,-122.2786239,Yes,"https://www.google.com/maps/@37.868831362133804,-122.278623887756,15z"
,Big Sur,Slackline Monterey Bay & Big Sur,www.facebook.com/groups/275070142604078/,36.60024,-121.8947,Yes,"https://www.google.com/maps/@36.60024,-121.8947,15z"
,Bishop,Bishop Slackline,https://www.facebook.com/groups/449846578682931/,37.361987,-118.395111,No,https://goo.gl/maps/ub1jYMMCjH4zXkT3A
,Central Valley,Central Valley Slackline,https://www.facebook.com/groups/978579658896819/,40.375034,-122.187619,No,https://goo.gl/maps/hDzQnkKLn9ZNXm8T7
,Davis,Davis Slack,https://www.facebook.com/groups/241122492902156/,38.55236,-121.739073,No,https://goo.gl/maps/qfEAuQX1TdBcEvss7
,Davis,Sacramento/Davis Slackline,https://www.facebook.com/groups/slackline/,38.56168,-121.615284,Yes,"https://www.google.com/maps/@38.6094288,-121.7710019,10.87z"
,Davis,Slackline Davis,https://www.facebook.com/groups/708950842463753/,38.554915,-121.618813,No,https://goo.gl/maps/XqFr2NmN1oaS6XD17
,Davis,UC Davis Slackline Club,https://www.facebook.com/groups/UCDslackers/,38.533868,-121.763344,No,https://goo.gl/maps/HpcHZWzdMX3JyPGX7
,Humboldt,Humboldt Slackers,https://www.facebook.com/groups/humboldtslackers/,40.747362,-123.905111,No,https://goo.gl/maps/TUNezjh6VTNFjJAL9
,Huntington Beach,HB Slackers,https://www.facebook.com/groups/1238662199481753,33.657016,-117.999115,No,https://goo.gl/maps/zTXyCESVYBZ5iTbj9
,Irvine,UCI Slacklining & Outdoors (UC Irvine),www.facebook.com/groups/214613238958592/,33.677841,-117.824904,No,https://goo.gl/maps/g3bZ4cvxKxLePkGx7
,Jefferson State (Nor Cal/Southern Oregon),Jefferson State Slacklines,www.fb.com/groups/174066186303076/,38.83762,-120.88874,Yes,"https://www.google.com/maps/@38.83752,-120.8958,15z"
,Joshua Tree,Highlines in Joshua Tree,https://www.facebook.com/groups/676613555704500/,34.018115,-116.161686,No,https://goo.gl/maps/HZ7fS4zLytUEgKvw6
,Joshua Tree,Joshua Tree New Years,https://www.facebook.com/groups/886890931350340/,33.998253,-116.065146,No,https://goo.gl/maps/qg8tWDT1QgKUUVq37
,Los Angeles,Los Angeles Slackline,https://www.facebook.com/LosAngelesSlackline,34.041732,-118.258898,No,https://goo.gl/maps/3oNgkrBChkgjJuAp9
,Los Angeles,Los Angeles Slacklining,https://www.facebook.com/groups/115896401792595,34.041727,-118.234395,No,https://goo.gl/maps/tk7rimqZjtckY4tE6
,Los Angeles,NoHo Slackers (North Hollywood),www.facebook.com/groups/NoHoSlackers,34.192736,-118.387683,No,https://goo.gl/maps/AJj6icUHGPoqvziC6
,Los Angeles,Slackline - Rings - AcroGreen - fitness Santa Monica OMB,www.fb.com/groups/SlacklineSantamonica,34.01945,-118.4912,Yes,"https://www.google.com/maps/@34.01945,-118.4912,15z"
,Los Angeles,Slackliners OMB- Santa Monica/LA,www.facebook.com/groups/242125682554703/,34.008027,-118.493789,No,https://goo.gl/maps/cy6WNnX7G3x3c4Nb9
,Los Angeles,South Bay Slackers,https://www.facebook.com/groups/1403977296500073/,33.842512,-118.388519,No,https://goo.gl/maps/fzS87vZQsMpdtDHv5
,Los Angeles,Tri-County Slackers,https://www.facebook.com/groups/187369968019529,34.42083,-119.6982,Yes,"https://www.google.com/maps/@34.42083,-119.6982,15z"
,Los Angeles,UCLA Slackers,https://www.facebook.com/groups/544512942293058,34.07084,-118.444752,No,https://goo.gl/maps/weFLZEVY99HBXMYf6
,Merced,Merced Slackers,https://www.facebook.com/groups/1145644825458997,37.307889,-120.482226,No,https://goo.gl/maps/B3pTscPdgtDsGc93A
,Monterey,Slackline Monterey Bay & Big Sur,www.facebook.com/groups/275070142604078/,36.60024,-121.8947,Yes,"https://www.google.com/maps/@36.60024,-121.8947,15z"
,Mountain View,Slackline Mountain View,www.facebook.com/groups/1674181142600207/,37.391744,-122.082981,No,https://goo.gl/maps/2Ug5ERF9h9PF2NV9A
,Oceanside,Oside Slack Crew,https://www.facebook.com/groups/141753579661733/,33.188794,-117.370412,No,https://goo.gl/maps/Yox7sxLnhSvj4y3U8
,Orange County,Orange County Slackers,www.facebook.com/groups/137108036350049/,33.71747,-117.8311,Yes,"https://www.google.com/maps/@33.71747,-117.8311,15z"
,Oakland,Merritt Slackers,https://www.facebook.com/groups/577767668937573/,44.05207,-123.0868,Yes,"https://www.google.com/maps/@44.05207,-123.0868,15z"
,Sacramento,Slackline + Sacramento = Slackramento,www.fb.com/groups/227389110681364,38.57628,-121.47142,No,https://goo.gl/maps/x97fue5BTQbonjcE8
,San Bernadino,Rim of the world slackline,https://www.facebook.com/groups/826583484469349/,34.120521,-117.325899,No,https://goo.gl/maps/qSB4x6YLpfj1rqZM6
,San Diego,NCSD Slackers (North County San Diego),www.fb.com/groups/145363136159239/,32.846588,-117.148842,No,https://goo.gl/maps/sBruToWenPZpnAY6A
,San Diego,San Diego Slacklining,https://www.facebook.com/groups/sdslacklining/,32.71574,-117.1611,Yes,"https://www.google.com/maps/@32.71574,-117.1611,15z"
,San Diego,SDSU Slackers (San Diego State University),www.fb.com/groups/777029612313158/,32.846597,-117.148509,No,https://goo.gl/maps/Y6NpacGW9zFkghnQA
,San Francisco,Bay Area Advanced Slackers,www.fb.com/groups/bayareaadvancedslackers/,37.749604,-122.447559,No,https://goo.gl/maps/sdP2pa4jHi99FidG6
,San Francisco,San Francisco Slackline,https://www.facebook.com/groups/27315717547/,37.7622519,-122.4734171,Yes,"https://www.google.com/maps/@37.76225190460852,-122.4734170608032,15z"
,San Francisco,SF Slackers,https://www.facebook.com/groups/112437018916868/,37.758689,-122.427274,Yes,"https://www.google.com/maps/@37.758689,-122.427274,15z"
,San Jose,San Jose Slackliners,https://www.facebook.com/groups/733100326752441/,37.33821,-121.8863,Yes,"https://www.google.com/maps/@37.33821,-121.8863,15z"
,Santa Barbara,SB Slackers,https://www.facebook.com/groups/1772142246357440/,34.428802,-119.714496,No,https://goo.gl/maps/zBjmLSMGYtsKZ9sX8
,Santa Barbara,Tri-Country Slackers,https://www.facebook.com/groups/187369968019529/,34.42083,-119.6982,Yes,"https://www.google.com/maps/@34.42083,-119.6982,15z"
,Santa Cruz,Santa Cruz Slackline,https://www.facebook.com/groups/319140531481119/,36.97412,-122.0308,Yes,"https://www.google.com/maps/@36.97412,-122.0308,15z"
,Santa Cruz,UCSC Slacklining (UC Santa Cruz),www.facebook.com/groups/185346364903816/,36.972149,-122.027568,No,https://goo.gl/maps/73FgN5yhKwu3Q1B8A
,Santa Monica,Slackliners OMB- Santa Monica/LA,www.facebook.com/groups/242125682554703/,34.032564,-118.487043,No,https://goo.gl/maps/WcHxTj69mCxVtRav8
,Santa Monica,Slackline - Rings - AcroGreen - fitness Santa Monica OMB,www.fb.com/groups/SlacklineSantamonica,34.01945,-118.4912,Yes,"https://www.google.com/maps/@34.01945,-118.4912,15z"
,San Luis Obispo,SLO Slackline,https://www.facebook.com/groups/251844684837163/,35.28275,-120.6596,Yes,"https://www.google.com/maps/@35.28275,-120.6596,15z"
,Sequoia/King’s Canyon National Parks,Slackline SEKI,fb.com/groups/284763045374432/,36.754859,-119.759845,No,https://goo.gl/maps/KBzLU7RjxyjHixkc7
,Tahoe,Reno/Tahoe Slackline Acro Fire Flow Jams,www.fb.com/groups/612682902251008/,39.158252,-120.152817,No,https://goo.gl/maps/hy6W9wWkeNs6aHkr9
,Tahoe,Tahoe Slackers,https://www.fb.com/groups/1738105519756682/,39.16824572,-120.1416581,Yes,"https://www.google.com/maps/@39.16824572352425,-120.14165814218991,15z"
,Ventura,Tri-County Slackers,https://www.facebook.com/groups/187369968019529/,34.42083,-119.6982,Yes,"https://www.google.com/maps/@34.42083,-119.6982,15z"
,Yosemite,Highline Yosemite,https://www.facebook.com/groups/314761545326307/,37.745643,-119.583511,No,https://goo.gl/maps/kaoyK1TBL8zdoCuv5
COLORADO,Statewide,CO Highline,https://www.facebook.com/groups/383182421735876/,39.191772,-105.729111,No,https://goo.gl/maps/2PNFb8EUGNjoTPVM6
,Statewide,Colorado Slackline Club,https://www.facebook.com/groups/coloradoslacklineclub/,39.55005,-105.7821,Yes,"https://www.google.com/maps/@39.55005,-105.7821,15z"
,Statewide,YogaSlackers Colorado,https://www.facebook.com/YogaSlackers.Colorado,39.19131,-105.729154,No,https://goo.gl/maps/d11eZirTiQKNSf479
,Colorado Springs,71slack9,https://www.facebook.com/groups/761165107385154/,38.83114582,-104.8292703,Yes,"https://www.google.com/maps/@38.83114582475119,-104.82927031634743,15z"
,Colorado Springs,my mf riggas,www.facebook.com/groups/473186179550351/,38.83973861,-104.8083292,Yes,"https://www.google.com/maps/@38.839738608442076,-104.80832915805684,15z"
,Denver,Denver Slacklife,https://www.facebook.com/groups/792585117577432/,39.717065,-104.970779,No,https://goo.gl/maps/DZPyQPMTxBpR4nKd9
,Denver,Denver Slackliners,https://www.facebook.com/groups/1738948509726890/,39.717156,-104.971337,No,https://goo.gl/maps/yKf4d7pMGhFEerUR7
,Denver,Metro State Slackers,https://www.facebook.com/groups/1399361816963554/,39.71704,-104.97138,No,https://goo.gl/maps/66y5gjEY1UVvAaNc6
,Denver,Morrison (and Southwest Denver Area) Slackers,fb.com/groups/2086225564935255,39.716958,-104.971398,No,https://goo.gl/maps/zz48sk5KorEZAcBX7
,Durango,Durango Slackline,www.facebook.com/groups/308165902556978/,37.27528,-107.8801,Yes,"https://www.google.com/maps/@37.27528,-107.8801,15z"
,Golden,CSM Slackers,https://www.facebook.com/groups/117449921645548/,39.7494266,-105.2230999,Yes,"https://www.google.com/maps/@39.74942660038667,-105.2230999311363,15z"
,Golden,Golden Slackers,https://www.facebook.com/groups/344678022245065/,39.75554,-105.2211,Yes,"https://www.google.com/maps/@39.75554,-105.2211,15z"
,Front Range,Rocky Mountain Slackline Club,www.facebook.com/groups/109208609229884/,39.631763,-105.817288,No,https://goo.gl/maps/uYnbRvjpr99U3JTN8
,Fort Collins,Slackline Fort Collins,https://www.facebook.com/groups/383392385025424/,40.558269,-105.081396,No,https://goo.gl/maps/4nmgFBe9HmGXz6LZ8
,Boulder,Boulder Slacklining Association (BSA),www.facebook.com/groups/bocoslackline/,40.02444057,-105.2700262,Yes,"https://www.google.com/maps/@40.0244405749057,-105.270026182916,15z"
,Boulder,Boulder SlackSisters,https://www.facebook.com/groups/boulderslacksisters/,40.01092,-105.271211,No,https://goo.gl/maps/reXfeL4acjhQkqbX9
,Boulder,Slackers at CU (University of Colorado),www.facebook.com/groups/slackersatcu/,40.05545533,-105.3056509,Yes,"https://www.google.com/maps/@40.0554553291071,-105.305650898558,15z"
,"Roaring Fork Valley (Aspen, Snowmass Village, Basalt, Carbondale, Glenwood Springs)",Roaring Fork Slack,https://www.facebook.com/groups/399245867160629/,39.334863,-106.994346,No,https://goo.gl/maps/XzWzU2hGhtvPcQWX9
,Thornton,Progresh Slackers,https://www.facebook.com/groups/254953384966113/,39.922317,-104.942258,No,https://goo.gl/maps/Ct7uQYDFZujokRhVA
,Vail,Vail Slackers,https://www.facebook.com/groups/379594045564651/,39.639488,-106.364726,No,https://goo.gl/maps/ngpKhadnD7h6Qfzk8
CONNECTICUT,Statewide,East Coast Slackliners,www.facebook.com/groups/EastCoastSlackline/,36.99245224,-78.32840665,Yes,"https://www.google.com/maps/@36.9924522382681,-78.3284066494289,15z"
,Statewide,CT Slacklining,https://www.facebook.com/groups/577662545739957/,41.616039,-72.801623,No,https://goo.gl/maps/kvpprWDUo8bWCopE7
DELAWARE,Statewide,East Coast Slackliners,https://www.facebook.com/groups/EastCoastSlackline/,36.99245224,-78.32840665,Yes,"https://www.google.com/maps/@36.9924522382681,-78.3284066494289,15z"
FLORIDA,Statewide,East Coast Slackliners,https://www.facebook.com/groups/EastCoastSlackline/,36.99245224,-78.32840665,Yes,"https://www.google.com/maps/@36.9924522382681,-78.3284066494289,15z"
,Statewide,Florida Highline Crew,https://www.facebook.com/groups/294955434344969/,27.977508,-81.335593,No,https://goo.gl/maps/HNSivz9E4R645zpy9
,Statewide,Florida Slackline Acro Fire Flow Jams,https://www.facebook.com/groups/852299281555562/,27.66483,-81.51575,Yes,"https://www.google.com/maps/@27.66483,-81.51575,15z"
,Statewide,North Florida Slacklife,https://www.facebook.com/groups/1503485136613818,27.977868,-81.336591,No,https://goo.gl/maps/TAdA94PG5oVM7Cdz6
,Statewide,Southeast Slackline,https://www.facebook.com/SoutheastSlackline/,27.977565,-81.337074,No,https://goo.gl/maps/igEZ4vUUsyA1FKZv8
,Statewide,South East Slackliners,https://www.facebook.com/groups/SouthEastSlackline/,34.30799198,-82.06492231,Yes,"https://www.google.com/maps/@34.3079919786863,-82.0649223101648,15z"
,Statewide,South Florida Slackline,https://www.facebook.com/groups/sfscc/,27.976788,-81.336269,No,https://goo.gl/maps/PNU4aLfenmtQrsoM6
,Florida Keys,Florida Keys Slackers,https://www.facebook.com/groups/308263496043532/,24.677521,-81.360479,No,https://goo.gl/maps/YKLT5eoQDzRMBScJ7
,Jacksonville,Slack Line Sunday,https://www.facebook.com/groups/239004782798347/,30.352691,-81.738088,No,https://goo.gl/maps/3WeiAd7KJVyPoREN6
,Key West,"Key West Yogis, Slackers, and Acro",https://www.facebook.com/groups/keywestyoga/,24.55607,-81.787108,No,https://goo.gl/maps/vL46HmanPYe9H1ho7
,Miami,Miami Slackliners,https://www.facebook.com/groups/135411816597865/,25.77814,-80.225513,No,https://goo.gl/maps/WmpVoQiKkTo45Fby5
,St. Petersburg,St. Pete Slackers,https://www.facebook.com/groups/634009346729133/,27.781888,-82.667193,No,https://goo.gl/maps/4MDbBiV26E1EhDoV7
,Tampa,Find a Slack Tampa Bay Chapter,https://www.facebook.com/groups/293608510780785/,28.005779,-82.465623,No,https://goo.gl/maps/kgNgDM4rq5jXBv4r8
,,Tampa Bay Slackers,https://www.facebook.com/groups/333675477093193/,27.978608,-82.444614,No,https://goo.gl/maps/t8GJRQ3JPWK2w7VC7
,,USF Slacklife (University of Southern Florida),www.fb.com/groups/574788605866854/,28.058911,-82.413317,No,https://goo.gl/maps/kFNyXWhG8NaoMi2a9
GEORGIA,Statewide,East Coast Slackliners,https://www.facebook.com/groups/EastCoastSlackline/,36.99245224,-78.32840665,Yes,"https://www.google.com/maps/@36.9924522382681,-78.3284066494289,15z"
,Statewide,Southeast Slackline,https://www.facebook.com/SoutheastSlackline/,32.577183,-83.56597,No,https://goo.gl/maps/2CWJwj1QydKfFiUS8
,Statewide,South East Slackliners,https://www.facebook.com/groups/SouthEastSlackline/,34.30799198,-82.06492231,Yes,"https://www.google.com/maps/@34.3079919786863,-82.0649223101648,15z"
,Atlanta,Atlanta Slackers,https://www.facebook.com/groups/422589797883010/,33.749,-84.38799,Yes,"https://www.google.com/maps/@33.749,-84.38799,15z"
HAWAI'I,Kailua-Kona,Big Island Slacklining,www.fb.com/groups/368068696575863/,19.89677,-155.5828,Yes,"https://www.google.com/maps/@19.89677,-155.5828,15z"
,Island of Maui,Maui Slackers,https://www.facebook.com/groups/214494722059171/,20.795988,-156.331942,No,https://goo.gl/maps/dordUs6W9YC5UepaA
,Island of O'ahu,Oahu Slackline,https://www.facebook.com/groups/238522779607434/,21.43891,-158.0001,Yes,"https://www.google.com/maps/@21.43891,-158.0001,15z"
,Island of O'ahu,Slackline HI,https://www.facebook.com/groups/1627640327454347/,21.43719,-158.01472,No,https://goo.gl/maps/xEE1fDUsNCU8MitG9
IDAHO,Statewide,Slackline Idaho (primarily Boise and Idaho Falls),www.fb.com/groups/399369496838199/,44.0682,-114.742,Yes,"https://www.google.com/maps/@44.0682,-114.742,15z"
,Boise,Boise Slackliners,https://www.facebook.com/groups/427968973908348/,43.61871,-116.2146,Yes,"https://www.google.com/maps/@43.61871,-116.2146,15z"
,Moscow,"Moscow, ID slackline",https://www.facebook.com/groups/403354283137510/,46.731391,-116.999768,No,https://goo.gl/maps/X5WbtwGhKu33SETX8
,Pocatello,Pocatello Slackline,https://www.facebook.com/pocatelloslackline/,42.8713,-112.4455,Yes,"https://www.google.com/maps/@42.8713,-112.4455,15z"
